
まんが日本昔ばなし,まんがにほんむかしばなし,1009,1068,23
チェッカーズ高杢のうざいコーラス,ちぇっかーずたかもくのうざいこーらす,1068,1123,23
DAPUMPの合いの手,DAPUMPのあいのて,1123,1157,23
ファミコン 六三四の剣のやられたところ,ふぁみこんろくさんよんのけんのやられたところ,1157,1180,23
ファミコン グラディウズのやられたところ,ふぁみこんぐらでぃうずのやられたところ,1180,1205,23
ファミコン トランスフォーマーのやられたところ,ふぁみこんとらんすふぉーまーのやられたところ,1205,1222,23
私立恵比寿中学あいあいこと廣田あいか,しりつえびすちゅうがくあいあいことひろたあいか,1222,1249,23
ストⅢのザンギエフ,すとⅢのざんぎえふ,1249,1262,23
ファイプロのトミーボンバーのジャンピングニー,ふぁいぷろのとみーぼんばーのじゃんぴんぐにー,1262,1281,23
ファミコン タッグチームプロレスリングの面クリしたところ,ふぁみこんたっぐちーむぷろれすりんぐのめんくりしたところ,1281,1329,23
平井堅,ひらいけん,1329,1360,23
チャン・ドンゴン,ちゃんどんごん,1360,1407,23
スーパーうるせえ痰を切るじいさん,すーぱーうるせえたんをきるじいさん,1407,1440,23
チュッパチャップス,ちゅっぱちゃっぷす,1440,1473,23
誇張しすぎたジャパネットたかた,こちょうしすぎたじゃぱねっとたかた,1473,1538,23
赤プル(旦那Ver.）,あかぷる(だんなばーじょん）,251,302,24
ファイナルアンサーからのみのもんたのため,ふぁいなるあんさーからのみのもんたのため,302,349,24
リアップCMの水谷豊,りあっぷしーえむのみずたにゆたか,349,381,24
誇張しすぎた野々村議員,こちょうしすぎたののむらぎいん,381,455,24
あまちゃんアキの彼氏の種市先輩,あまちゃんあきのかれしのたねいちせんぱい,455,509,24
タイガーマスクのタイガーステップ,たいがーますくのたいがーすてっぷ,509,555,24
河村隆一,かわむらりゅういち,555,592,24
チャラのCM,ちゃらのしーえむ,592,625,24
MORIYAMA,もりやま,625,664,24
ファミコン がんばれゴエモンの店の店員,ふぁみこんがんばれごえもんのみせのてんいん,664,698,24
ファミコン アイスクライマーGAMEOVER時の音,ふぁみこんあいすくらいまーげーむおーばーじのおと,698,751,24
アニメ怪物くんの冬話タイトルのところ,あにめかいぶつくんのふゆばなしたいとるのところ,751,821,24
ルーズベルトゲーム諸田社長,るーずべるとげーむもろたしゃちょう,821,886,24
ルーズベルトゲーム沖原の顔,るーずべるとげーむおきはらのかお,886,928,24
ルーズベルトゲームイツワ電器のピッチャー如月の顔,るーずべるとげーむいつわでんきのぴっちゃーきさらぎのかお,928,954,24
やりつくされた武田鉄矢のまねをあえてやる2,やりつくされたたけだてつやのまねをあえてやる2,954,1005,24
ロングブレスダイエットの美木良助,ろんぐぶれすだいえっとのみきりょうすけ,1005,1047,24
小学校の集合写真でちょける奴,しょうがっこうのしゅうごうしゃしんでちょけるやつ,1047,1074,24
古畑任三郎の小堺さんの回の政治家,ふるはたにんざぶろうのこさかいさんのかいのせいじか,1074,1107,24
あぁもう出てこんでいいよって思わせるばばあのまね,あぁもうでてこんでいいよっておもわせるばばあのまね,1107,1147,24
中島美嘉,なかしまみか,1147,1176,24
FUNKYMONKEYBABYSのDJケミカルのライブパフォーマンス,FUNKYMONKEYBABYSのDJけみかるのらいぶぱふぉーまんす,1176,1206,24
志村けん,しむらけん,1206,1241,24
ハマカーン,はまかーん,1241,1286,24
誇張しすぎた夙川アトム,こちょうしすぎたしゅくがわあとむ,1286,1328,24
研ナオコ,けんなおこ,1328,1360,24
アニメMONSTERの第1話のラスト,あにめもんすたーのだいいちわのらすと,1360,1406,24
今でしょのスーパー誇張,いまでしょのすーぱーこちょう,1406,1430,24
孤独のグルメ井ノ頭五郎,こどくのぐるめのいのかしらごろう,1430,1454,24
カールスモーキー石井,かーるすもーきーいしい,1454,1484,24
誇張しすぎたクマムシ,こちょうしすぎたくまむし,209,256,25
誇張しすぎた舛添要一,こちょうしすぎたますぞよういち,256,303,25
誇張しすぎたドリカム中村,こちょうしすぎたどりかむなかむら,303,338,25
やりつくされた田中邦衛のまねをあえてやる,やりつくされたたなかくにえのまねをあえてやる,338,404,25
誇張しすぎた永野,こちょうしすぎたながの,404,503,25
松村邦洋がやる最近のたけしさん,まつむらくにひろがやるさいきんのたけしさん,503,553,25
誇張しすぎたドナルドトランプ,こちょうしすぎたどなるどとらんぷ,553,582,25
もう中学生,もうちゅうがくせい,582,616,25
物を置かれても動じない猫,ものをおかれてもどうじないねこ,616,667,25
山本高広,やまもとたかひろ,667,689,25
ファミコン ロードランナーの死ぬところ,ふぁみこんろーどらんなーのしぬところ,689,726,25
誇張しすぎたパッション屋良,こちょうしすぎたぱっしょんやら,726,770,25
誇張しすぎたオードリー春日,こちょうしすぎたおーどりーかすが,770,816,25
ファミコン スパルタンXのつかみ男,ふぁみこんすぱるたんXのつかみおとこ,816,844,25
誇張しすぎたマスオさん,こちょうしすぎたますおさん,844,905,25
aiko,aiko,905,921,25
誇張しすぎた麒麟の川島,こちょうしすぎたきりんのかわしま,921,997,25
嫌がる犬,いやがるいぬ,997,1019,25
ブレイキングバットのタイトル,ぶれいきんぐばっとのたいとる,1019,1057,25
やる気のある宮尾すすむとやる気のない宮尾すすむ,やるきのあるみやおすすむとやるきのないみやおすすむ,1057,1079,25
誇張しすぎた矢口真里,こちょうしすぎたやぐちまり,1079,1106,25
ファミコン 何故かしらないが後ろへそらしてしまうベースボールの野手,ふぁみこんなぜかしらないがうしろへそらしてしまうべーすぼーるのやしゅ,1106,1131,25
軽快に走っているが急にチーターに襲われる草食動物,けいかいにはしっているがきゅうにちーたーにおそわれるそうしょくどうぶつ,1131,1159,25
セガサターンDの食卓のローラ,せがさたーんDのしょくたくのろーら,1159,1197,25
名古屋のラジオで蹴られた女の人,なごやのらじおでけられたおんなのひと,1197,1247,25
プレステBIOHAZARDの歩き方,ぷれすてBIOHAZARDのあるきかた,1247,1307,25
ボディビルダーの怖すぎる笑顔,ぼでぃびるだーのこわすぎるえがお,1307,1333,25
ファミコン チャレンジャーの死ぬところ,ふぁみこんちゃれんじゃーのしぬところ,1333,1348,25
Go皆川,ごーみながわ,1348,1371,25
誇張しすぎた福原愛,こちょうしすぎたふくはらあい,1371,1389,25
R藤本のベジータ,Rふじもとのべじーた,294,354,26
ヒロシ,ひろし,354,412,26
誇張しすぎたオリラジのパーフェクトヒューマン,こちょうしすぎたおりらじのぱーふぇくとひゅーまん,412,504,26
大沢親分,おおさわおやぶん,504,547,26
誇張しすぎた五郎丸,こちょうしすぎたごろうまる,547,594,26
24のクロエの顔,24のくろえのかお,594,630,26
やりつくされたマックのポテトの音をあえてやる,やりつくされたまっくのぽてとのおとをあえてやる,630,702,26
高田延彦,たかだのぶひこ,702,742,26
ベッキー,べっきー,742,810,26
誇張しすぎた浅野温子,こちょうしすぎたあさのあつこ,810,867,26
料理の鉄人の鹿賀丈史,りょうりのてつじんのかがたけし,867,919,26
五木ひろしの種,いつきひろしのたね,919,971,26
誇張しすぎた坂本冬美,こちょうしすぎたさかもとふゆみ,971,1018,26
かつぜつが悪くて何言ってんのかわからない大友康平,かつぜつがわるくてなにいってんのかわからないおおともこうへい,1018,1073,26
やりつくされた井上陽水のまねをあえてやる,やりつくされたいのうえようすいのまねをあえてやる,1073,1163,26
やりつくされた西城秀樹のまねをあえてやる,やりつくされたさいじょうひできのまねをあえてやる,1163,1203,26
もしも三代目JソウルBROS.のリュウセイダンスがマリックだったら,もしもさんだいめJそうるぶらだーず.のりゅうせいだんすがまりっくだったら,1203,1253,26
バンビーノのダンソン,ばんびーののだんそん,1253,1296,26
ファミコン スパルタンXのMr.Xの死ぬところ,ふぁみこんすぱるたんXのみすたーXのしぬところ,1296,1340,26
警備員の立ち方,けいびいんのたちかた,1340,1374,26
脳みそ夫,のうみそお,1374,1411,26
戦場カメラマンREMIX,せんじょうかめらまんりみっくす,1411,1486,26
幻覚見てる人,げんかくみてるひと,1486,1517,26
R-1の袖にいるスタッフのまね,R-1のそでにいるすたっふのまね,1517,1553,26
動物園の熊,どうぶつえんのくま,1553,1630,26
誇張しすぎた長嶋監督,こちょうしすぎたながしまかんとく,1630,1680,26
やりつくされた桑田圭祐のまねをあえてやる,やりつくされたくわたけいすけのまねをあえてやる,1680,1752,26
ちょっとなれてきた芸人のあいさつ,ちょっとなれてきたげいにんのあいさつ,1752,1774,26
ペンギン村のばあさん,ぺんぎんむらのばあさん,1774,1805,26
日本エレキテル連合の細貝さん,にほんえれきてるれんごうのほそがいさん,1805,1894,26
ジャッキーチェン日本語吹き替えVer.石丸博也,じゃっきーちぇーんのにほんごふきかえばーじょんのいしまるひろやのこえ,295,347,27
奇面組の冷越豪,きめんぐみのれいえつごうのかお,347,379,27
セガサターンの起動音を顔で表現,せがさたーんのきどうおんをかおでひょうげん,379,437,27
バービーボーイズ√5のアルバムのコンタの立ち方,ばーびーぼーいずるーと5のあるばむのこんたのたちかた,437,471,27
Uインターのヤマケン,Uいんたーのやまけん,471,543,27
ザ・グレートカブキのラリアットの声と渾身のアピール,ざぐれーとかぶきのらりあっとのこえとこんしんのあぴーる,543,600,27
Mrポーゴの有刺鉄線バットが当たった時のリアクション,えむrぽーごのゆうしてっせんばっとがあたったときのりあくしょん,600,661,27
生ダラの時の福沢朗,なまだらのときのふくざわあきら,661,709,27
寝起きのアントニオ猪木,ねおきのあんとにおいのき,709,772,27
自宅のチャラ,じたくのちゃら,772,839,27
BIOHAZARDのタイトル面,BIOHAZARDのたいとるめん,839,881,27
ストリートファイターⅡのケンのやられるところ,すとりーとふぁいたー2のけんのやられるところ,881,925,27
ファミコン スパルタンXの死ぬとこ,ふぁみこんすぱるたんXのしぬとこ,925,977,27
ファミコン 魔界村の死ぬとこ,ふぁみこんまかいむらのしぬとこ,977,1023,27
ファミコン 忍者ハットリ君の死ぬとこ,ふぁみこんにんじゃはっとりくんのしぬとこ,1023,1075,27
ファミコン がんばれゴエモンの敵キャラ「御用だ!!」の死ぬとこ,ふぁみこんがんばれごえもんのてききゃらごようだのしぬとこ,1075,1134,27
ブラザーコーンのマイクの持ち方,ぶらざーこーんのまいくのもちかた,1134,1169,27
古畑任三郎のコーヒーの飲み方,ふるはたにんざぶろうのこーひーののみかた,1169,1217,27
アニメキン肉マンのCMにいくとこ,あにめきんにくまんのしーえむにいくとこ,1217,1281,27
兜こうじが初めてマジンガーZに乗ってうまく操縦できずに走るさま,かぶとこうじがはじめてまじんがーぜっとにのってうまくそうじゅうできずにはしるさま,1281,1335,27
アラレちゃんのぶた,あられちゃんのぶた,1335,1380,27
冬木弘道,ふゆきひろみち,1380,1465,27
高田延彦の試合前の気合い,たかだのぶひこのしあいまえのきあい,1465,1523,27
佐々木健介の罵声とだせえインタビュー,ささきけんすけのばせいとだせえいんたびゅー,1523,1614,27
武藤敬司の札を上げるとこ,むとうけいじのふだをあげるとこ,1614,1666,27
WAR石川孝司の相撲がぬけきれないサソリ固め,WARいしかわこうじのすもうがぬけきれないさそりがため,1666,1729,27
ライガーボム,らいがーぼむ,1729,1800,27
業界人のあいさつの仕方,ぎょうかいじんのあいさつのしかた,1800,1842,27
欽ちゃんの仮装大賞の効果音,きんちゃんのかそうたいしょうのこうかおん,1842,1913,27
少林寺木人拳の和尚,しょうりんじもくじんけんのおしょう,1913,1971,27
Ｆ１レーサー鈴木あくりのリタイアのいいわけ,F1れーさーすずきあくりのりたいあのいいわけ,1971,2000,27
初代タイガーマスク佐山聡の覆面をつけてこなかった時の言い訳,しょだいたいがーますくさやまさとしのふくめんをつけてこなかったときのいいわけ,2000,2093,27
忍者ハットリ君のへそくりを出すところ,にんじゃはっとりくんのへそくりをだすところ,2093,2130,27
ぴー子のものまね審査員,ぴーこのものまねしんさいん,2130,2164,27
サムライジャイアンツの金ヤン,さむらいじゃいあんつのかねやん,2164,2186,27
酔拳のライバル道場のテーマ曲,すいけんのらいばるどうじょうのてーまきょく,2186,2215,27
キャプテン青葉の監督,きゃぷてんあおばのかんとく,2215,2256,27
ガンダム黒い三連星のオルテガ,がんだむくろいさんれんせいのおるてが,2256,2284,27
BIOHAZARDの狂った村人,BIOHAZARDのくるったむらびと,2284,2313,27
バードマンのコケ方,ばーどまんのこけかた,2313,2340,27
PS3起動音を顔で表現,PS3きどうおんをかおでひょうげん,2340,2360,27
アニマル浜口,あにまるはまぐち,2360,2415,27
ホラーの音,ほらーのおと,2415,2467,27
矢沢栄吉のサンバリンズナイ,やざわえいきちのさんばりんずない,2467,2494,27
マイク・タイソンのサントリーDRYのCM,まいくたいそんのさんとりーどらいのしーえむ,2494,2519,27
爆笑Booing(ローカル番組)に出演した時のカウス師匠,ばくしょうBooing(ろーかるばんぐみ)にしゅつえんしたときのかうすししょう,2519,2626,27
あしたのジョーの力石徹,あしたのじょーのりきいしとおる,2626,2671,27
ケミストリーの川畑,けみすとりーのかわばた,2671,2696,27
長州力,ちょうしゅうりき,2696,2722,27
エスパー魔美のテレポーテーション,えすぱーまみのてれぽーてーしょん,2722,2744,27
ジャンボ鶴田の試合後のアピール,じゃんぼつるたのしあいごのあぴーる,2752,2800,27
BIOHAZARD5の司令官マジン,BIOHAZARD5のしれいかんまじん,2800,2841,27
ザ・グレート・カブキの平成維新軍入りした時の記者会見,ざぐれーとかぶきのへいせいいしんぐんいりしたときのきしゃかいけん,2841,2892,27
メタルギア・ソリッドの敵兵士の歩き方,めたるぎあそりっどのてきへいしのあるきかた,2892,2942,27
NOFEARのアピール,NOFEARのあぴーる,2942,3001,27
劇場版アニメストリートファイターⅡ ケンの吹き替え羽賀研二のアドリブ,げきじょうばんあにめすとりーとふぁいたー2けんのふきかえはがけんじのあどりぶ,3001,3057,27
相棒のいたみ刑事,あいぼうのいたみけいじ,3057,3081,27
Mr.マリックの登場音,みすたーまりっくのとうじょうおん,3081,3099,27
髭男爵より髭男爵,ひげだんしゃくよりひげだんしゃく,3099,3122,27
ファイヤープロレスの氷川光秀,ふぁいやーぷろれすのひかわみつひで,3122,3166,27
赤プル,あかぷる,3166,3193,27
くまだまさしの謝り方,くまだまさしのあやまりかた,3193,3226,27
オテンキの江波戸,おてんきのえばと,3226,3194,27
JINの坂本龍馬,JINのさかもとりょうま,3194,3295,27
ファミコン フロントライン,ふぁみこんふろんとらいん,3295,3311,27
24ジャックバウアーのくやしがり方,24じゃっくばうあーのくやしがりかた,3311,3327,27
あぶない刑事の歩き方,あぶないけいじのあるきかた,3327,3363,27
布袋寅奉,ほていともやす,3363,3398,27
BE-BOP仲間トオルのボンタン狩られた時,BE-BOPなかまとおるのぼんたんかられたとき,3398,3435,27
ストリートファイターⅡのベガのヘッドプレス,すとりーとふぁいたー2のべがのへっどぷれす,3435,3482,27
つけ麺店主のタオルの巻き方,つけめんてんしゅのたおるのまきかた,3482,3524,27
かんじんな所で噛むディック東郷,かんじんなところでかむでぃっくとうごう,3524,3546,27
新幹線の車掌の切符拝見,しんかんせんのしゃしょうのきっぷはいけん,3546,3582,27
文珍師匠の威張りすぎの歩き方,ぶんちんししょうのいばりすぎのあるきかた,3582,3620,27
長時間立ちっぱなしの警備員,ちょうじかんたちっぱなしのけいびいん,3620,3646,27
ファミコン スーパーチャイニーズの死ぬとこ,ふぁみこんすーぱーちゃいにーずのしぬとこ,3646,3661,27
とくこ,とくこ,3661,3692,27
プリズンブレイクのマイケル・スコフィールド,ぷりずんぶれいくのまいけるすこふぃーるど,3692,3725,27
笑点の時の三遊亭好楽のキモイ登場,しょうてんのときのさんゆうていこうらくのきもいとうじょう,3725,3769,27
ATARUのチョコザイくん,ATARUのちょこざいくん,3769,3824,27
プリズンブレイクのシーズン2のベリックの歩き方,ぷりずんぶれいくのしーずん2のべりっくのあるきかた,3824,3900,27
グレーゾーンの三ツ矢,ぐれーぞーんのみつや,3900,3949,27
天山広告のアピール,てんざんこうこくのあぴーる,3949,4001,27
百田光雄の攻撃の時とやられた時,ももたみつおのこうげきのときとやられたとき,4001,4049,27
ダウンタウン松本さんの笑うの我慢してる顔,だうんたうんまつもとさんのわらうのがまんしてるかお,4049,4071,27
スーパーロボット大戦のガイキングキラー将軍,すーぱーろぼっとたいせんのがいきんぐきらーしょうぐん,4071,4121,27
タイガー・ジェットシン,たいがーじぇっとしん,4121,4149,27
WWEジョン・シナ,WWEじょんしな,4149,4177,27
飯塚高史,いいづかたかし,4177,4216,27
カミーユに殴られた時のクアトロバジーナ(シャア)　※?,かみーゆになぐられたときのくあとろばじーな(しゃあ)※?,4216,4269,27
武藤のフェイスクラッシャー,むとうのふぇいすくらっしゃー,4269,4306,27
あぶない刑事舘ひろしの走り方,あぶないでかたちひろしのはしりかた,4306,4325,27
やりつくされた森進一のまねをあえてやる,やりつくされたもりしんいちのまねをあえてやる,4325,4362,27
ライヴ時の吉川晃司,らいヴじのきっかわこうじ,4362,4396,27
ドイツ語でザブングル加藤のまねをする春香クリスティーン,どいつごでざぶんぐるかとうのまねをするはるかくりすてぃーん,4396,4420,27
ファミコン アーバンチャンピオンの勝ったところ,ふぁみこんあーばんちゃんぴおんのかったところ,4420,4446,27
やばい乞食のまね,やばいこじきのまね,4446,4473,27
北朝鮮の報道TVのアナウンサー,きたちょうせんのほうどうTVのあなうんさー,4473,4507,27
麻原●晃,あさはら●こう,4507,4549,27
誇張しすぎたザキヤマ,こちょうしすぎたざきやま,4549,4634,27
ジャッキーチェン日本語吹き替えVer.石丸博也,じゃっきーちぇーんのにほんごふきかえばーじょんのいしまるひろやのこえ,340,405,28
奇面組の冷越豪,きめんぐみのれいえつごうのかお,405,434,28
兜こうじが初めてマジンガーZに乗ってうまく操縦できずに走るさま,かぶとこうじがはじめてまじんがーぜっとにのってうまくそうじゅうできずにはしるさま,434,467,28
赤プル,あかぷる,467,513,28
アニメキン肉マンのCMいくとこ,あにめきんにくまんのしーえむいくとこ,513,539,28
バードマンのコケ方,ばーどまんのこけかた,539,573,28
ファミコン スパルタンＸの死ぬとこ,ふぁみこんすぱるたんXのしぬとこ,573,624,28
ファミコン 魔界村の死ぬとこ,ふぁみこんまかいむらのしぬとこ,624,673,28
ファミコン 忍者ハットリ君の死ぬとこ,ふぁみこんにんじゃはっとりくんのしぬとこ,673,702,28
ストリートファイターⅡのケンの死ぬとこ,すとりーとふぁいたー2のけんのしぬとこ,702,743,28
ファミコン がんばれゴエモンの敵キャラ「御用だ!!」の死ぬとこ,ふぁみこんがんばれごえもんのてききゃらごようだのしぬとこ,743,792,28
ファミコン スーパーチャイニーズの死ぬとこ,ふぁみこんすーぱーちゃいにーずのしぬとこ,792,815,28
武藤敬司の札の上げ方,むとうけいじのふだのあげかた,815,885,28
ホラーの音,ほらーのおと,885,927,28
相棒のいたみ刑事,あいぼうのいたみけいじ,927,945,28
オテンキの江波戸,おてんきのえばと,945,978,28
三遊亭好楽の登場,さんゆうていこうらくのとうじょう,978,992,28
プロレスラー百田光雄,ぷろれすらーももたみつお,992,1031,28
やりつくされた田原俊彦のまねをあえてやる,やりつくされたたはらとしひこのまねをあえてやる,1031,1136,28
スーパーロボット大戦のガイキングキラー将軍,すーぱーろぼっとたいせんのがいきんぐきらーしょうぐん,1136,1194,28
誇張しすぎたザキヤマ,こちょうしすぎたざきやま,1194,1222,28
やりつくされた森進一のまねをあえてやる,やりつくされたもりしんいちのまねをあえてやる,1222,1267,28
布袋寅奉,ほていともやす,1267,1296,28
キンタロー。,きんたろー。,1296,1334,28
鹿賀丈史,かがたけし,1334,1356,28
誇張しすぎたアンガールズ田中,こちょうしすぎたあんがーるずたなか,1356,1392,28
半沢直樹,はんざわなおき,1392,1425,28
恥も外聞もなくオリラジのまねをあえてやる,はじもがいぶんもなくおりらじのまねをあえてやる,1425,1469,28
美輪明宏,みわあきひろ,1469,1484,28
スーパーファミコンFMWのターザン後藤,すーぱーふぁみこんえふえむだぶりゅーのたーざんごとう,1484,1507,28
やりつくされた武田鉄也のまねをあえてやる,やりつくされたたけだてつやのまねをあえてやる,1507,1540,28
ダンディ坂野のファーストインパクト,だんでぃさかののふぁーすといんぱくと,1540,1551,28
圭修の高校野球の漫才,けいしゅうのこうこうやきゅうのまんざい,1551,1611,28
誇張しすぎた北島三郎,こちょうしすぎたきたじまさぶろう,1611,1640,28
織田裕二の名シーン,おだゆうじのめいしーん,1640,1663,28
鈴木奈々のうざいリアクション,すずきななのうざいりあくしょん,1663,1677,28
かつぜつのいい越中詩郎,かつぜつのいいこしなかしろう,1677,1687,28
WWEビッグショーのチョークスラムのアピール,WWEびっぐしょーのちょーくすらむのあぴーる,1687,1710,28
クイズ ミラクル9の くりーむしちゅー上田,くいずみらくる9のくりーむしちゅーうえだ,1710,1729,28
エヴァンゲリオンの碇ゲンドウ,えヴぁんげりおんのいかりげんどう,1729,1759,28
ライブ時の吉川晃司,らいぶじのきっかわこうじ,1759,1780,28
アラレちゃんのぶた,あられちゃんのぶた,1780,1789,28
NOFEARのカメラアングル,NOFEARのかめらあんぐる,1789,1822,28
PS3の起動音,PS3のきどうおん,1822,1843,28
北斗の拳の悪い奴が出るテーマ,ほくとのけんのわるいやつがでるてーま,1843,1889,28
とくこ,とくこ,1889,1918,28
ATARUの中居くん,ATARUのなかいくん,1918,1956,28
ファミコン アーバンチャンピオンの勝ったところ,ふぁみこんあーばんちゃんぴおんのかったところ,1956,1980,28
北朝鮮の報道TVのアナウンサー,きたちょうせんのほうどうTVのあなうんさー,1980,1992,28
織田裕二のまねをする山本高広,おだゆうじのまねをするやまもとたかひろ,1992,2016,28
やしろ優,やしろゆう,2016,2051,28
誇張しすぎたクロコーチ(長瀬),こちょうしすぎたくろこーち(ながせ),2051,2093,28
デヴィ夫人,でヴぃふじん,2093,2108,28
みかん,みかん,2108,2139,28
やりつくされた柴田恭平のまねをあえてやる,やりつくされたしばたきょうへいのまねをあえてやる,2139,2198,28
誇張しすぎた工藤静香,こちょうしすぎたくどうしずか,2198,2226,28
女子プロレスラーイーグル沢井,じょしぷろれすらーいーぐるさわい,2226,2265,28
やばいサラリーマン,やばいさらりーまん,2265,2282,28
小保方さん,おぼかたさん,2282,2319,28
ロビンマスクのキン肉マンの呼び方,ろびんますくのきんにくまんのよびかた,2319,2357,28
チョップを耐える阿修羅原,ちょっぷをたえるあしゅらはら,2357,2380,28
誇張しすぎた木村拓哉,こちょうしすぎたきむらたくや,2380,2413,28
ファミコン ゲゲゲの鬼太郎の死ぬところ,ふぁみこんげげげのきたろうのしぬところ,2413,2433,28
ファミコン ミシシッピー殺人事件の死ぬところ,ふぁみこんみししっぴーさつじんじけんのしぬところ,2433,2459,28
アントニオ猪木,あんとにおいのき,2459,2479,28
かむくらの店員,かむくらのてんいん,2479,2490,28
やりつくされた大和田常務のまねをあえてやる,やりつくされたおおわだじょうむのまねをあえてやる,2490,2519,28
大和田常務のキレて電話切るところ,おおわだじょうむのきれてでんわきるところ,2519,2536,28
ボコられる直前の橋本真也,ぼこられるちょくぜんのはしもとしんや,2536,2590,28
やりつくされた長渕剛のまねをあえてやる,やりつくされたながぶちつよしのまねをあえてやる,2590,2622,28
サンチェの投げ方,さんちぇのなげかた,2622,2645,28
ASKA,ASKA,2645,2670,28
とろサーモン久保田,とろさーもんくぼた,2670,2679,28
赤プル(旦那Ver.),あかぷる(だんなVer.),2679,2702,28
ファイナルアンサーからのみのもんたのため,ふぁいなるあんさーからのみのもんたのため,2702,2733,28
誇張しすぎた野々村議員,こちょうしすぎたののむらぎいん,2733,2806,28
河村隆一,かわむらりゅういち,2806,2840,28
チャラのCM,ちゃらのしーえむ,2840,2851,28
がんばれゴエモンの店の店員,がんばれごえもんのみせのてんいん,2851,2866,28
ファミコン アイスクライマーのGAMEOVERの音,ふぁみこんあいすくらいまーのゲームオーバーのおと,2866,2878,28
アニメ怪物くんのタイトルのところ,あにめかいぶつくんのたいとるのところ,2878,2895,28
やりつくされた武田鉄矢のまねをあえてやる2,やりつくされたたけだてつやのまねをあえてやる2,2895,2939,28
ロングブレスダイエットの三木良助,ろんぐぶれすだいえっとのみきよすけ,2939,2964,28
あぁもうでてこんでいいよっていうババアのまね,あぁもうでてこんでいいよっていうばばあのまね,2964,2992,28
FUNKYMONKEYBABYSのDJケミカルのライブパフォーマンス,FUNKYMONKEYBABYSのDJけみかるのらいぶぱふぉーまんす,2992,3014,28
志村けん,しむらけん,3014,3033,28
ハマカーン,はまかーん,3033,3056,28
研ナオコ,けんなおこ,3056,3072,28
今でしょのスーパー誇張,いまでしょのすーぱーこちょう,3072,3091,28
孤独のグルメ井ノ頭五郎,こどくのぐるめのいのかしらごろう,3091,3107,28
BE-BOPテル,BE-BOPてる,3255,3370,28
かんじんな所で噛むディック東郷,かんじんなところでかむでぃっくとうごう,3370,3446,28
BE-BOP戸塚のチンピラ,BE-BOPとつかのちんぴら,3446,3531,28
かつぜつの悪い冬木弘道,かつぜつのわるいふゆきひろみち,3531,3587,28
BE-BOP立花の伊藤,BE-BOPたちばなのいとう,3587,3683,28
ファミコン BE-BOPの歩き方,ふぁみこんBE-BOPのあるきかた,3683,3739,28
BE-BOP赤城山忠治,BE-BOPあかぎやまただはる,3739,3803,28
リアップのCMの水谷豊,りあっぷのしーえむのみずたにゆたか,3803,3829,28
東京ダイナマイト松田,とうきょうだいなまいとまつだ,3829,3904,28
オー●の村井さん,おー●のむらいさん,3904,3930,28
ウエストランド井口の雰囲気,うえすとらんどいぐちのふんいき,3930,4002,28
麻雀放浪記のマネをしているショウショウ(高品格),まーじゃんほうろうきのまねをしているしょうしょう(たかしなかく),4002,4061,28
グレート・サスケ,ぐれーとさすけ,4061,4156,28
古畑にも相棒にも出てるがキャラが同じな津川雅彦,ふるはたにもあいぼうにもでてるがきゃらがおなじなつがわまさひこ,4156,4223,28
大槻衣装さん,おおつきいしょうさん,4223,4292,28
誇張しすぎた五木ひろし,こちょうしすぎたいつきひろし,4292,4368,28
相棒ブチギレる杉下右京,あいぼうぶちぎれるすぎしたうきょう,4368,4449,28
誇張しすぎた夙川アトム,こちょうしすぎたしゅくかわあとむ,4449,4506,28
ジャッキーチェンの歌,じゃっきーちぇんのうた,4506,4539,28
昔のなだぎ武,むかしのなだぎたけし,4539,4716,28
ジャッキーチェン日本語吹き替えVer.石丸博也,じゃっきーちぇーんのにほんごふきかえばーじょんのいしまるひろやのこえ,189,226,29
パーマンのバードマンのこけ方,ぱーまんのばーどまんのこけかた,226,258,29
奇面組の冷越豪,きめんぐみのれいえつごうのかお,258,283,29
やしろ優,やしろゆう,178,223,30
誇張しすぎたアンガールズ田中,こちょうしすぎたあんがーるずたなか,223,265,30
クイズ ミラクル9の くりーむしちゅー上田,くいずみらくる9のくりーむしちゅーうえだ,265,300,30
アントニオ猪木,あんとにおいのき,300,337,30
アメリカかぶれの佐々木健介,あめりかかぶれのささきけんすけ,337,376,30
やりつくされた長渕剛のまねをあえてやる,やりつくされたながぶちつよしのまねをあえてやる,376,412,30
河村隆一,かわむらりゅういち,412,433,30
誇張しすぎた木村拓哉,こちょうしすぎたきむらたくや,433,462,30
今でしょのスーパー誇張,いまでしょのすーぱーこちょう,462,492,30
やしろ優,やしろゆう,18,59,31
赤プル,あかぷる,59,99,31
誇張しすぎたアンガールズ田中,こちょうしすぎたあんがーるずたなか,99,126,31
デヴィ夫人,でヴぃふじん,126,158,31
やりつくされた長渕剛のまねをあえてやる,やりつくされたながぶちつよしのまねをあえてやる,158,192,31
あぁもう出てこんでいいよって思わせるばばあのまね,あぁもうでてこんでいいよっておもわせるばばあのまね,192,222,31
ファイナルアンサーからのみのもんたのため,ふぁいなるあんさーからのみのもんたのため,222,249,31
?な吉川晃司,?なきっかわこうじ,249,274,31
誇張しすぎた木村拓哉,こちょうしすぎたきむらたくや,274,305,31
今でしょのスーパー誇張,いまでしょのすーぱーこちょう,305,336,31
誇張しすぎた野々村議員,こちょうしすぎたののむらぎいん,336,373,31
赤プル,あかぷる,38,87,32
